orderID,productID,orderDate,productName,categoryName,quantity,salesRevenue
10400,49,2014-01-01,Maxilaku,Confections,30,480
10401,30,2014-01-01,"Nord-Ost Matjeshering",Seafood,18,372.6
10401,56,2014-01-01,"Gnocchi di nonna Alice","Grains & Cereals",70,2128
10401,65,2014-01-01,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,336
10401,71,2014-01-01,Flotemysost,"Dairy Products",60,1032
10402,23,2014-01-02,Tunnbrod,"Grains & Cereals",60,432
10402,63,2014-01-02,Vegie-spread,Condiments,65,2281.5
10403,16,2014-01-03,Pavlova,Confections,21,248.12
10403,48,2014-01-03,Chocolade,Confections,70,606.9
10404,26,2014-01-03,"Gumbar Gummibarchen",Confections,30,709.65
10404,42,2014-01-03,"Singaporean Hokkien Fried Mee","Grains & Cereals",40,425.6
10404,49,2014-01-03,Maxilaku,Confections,30,456
10405,3,2014-01-06,"Aniseed Syrup",Condiments,50,400
10406,1,2014-01-07,Chai,Beverages,10,144
10406,21,2014-01-07,"Sir Rodney's Scones",Confections,30,216
10406,28,2014-01-07,"Rossle Sauerkraut",Produce,42,1375.92
10406,36,2014-01-07,"Inlagd Sill",Seafood,5,68.4
10406,40,2014-01-07,"Boston Crab Meat",Seafood,2,26.46
10407,11,2014-01-07,"Queso Cabrales","Dairy Products",30,504
10407,69,2014-01-07,Gudbrandsdalsost,"Dairy Products",15,432
10407,71,2014-01-07,Flotemysost,"Dairy Products",15,258
10408,37,2014-01-08,"Gravad lax",Seafood,10,208
10408,54,2014-01-08,Tourtiere,"Meat & Poultry",6,35.4
10408,62,2014-01-08,"Tarte au sucre",Confections,35,1379
10409,14,2014-01-09,Tofu,Produce,12,223.2
10409,21,2014-01-09,"Sir Rodney's Scones",Confections,12,96
10410,33,2014-01-10,Geitost,"Dairy Products",49,98
10410,59,2014-01-10,"Raclette Courdavault","Dairy Products",16,704
10411,41,2014-01-10,"Jack's New England Clam Chowder",Seafood,25,154
10411,44,2014-01-10,"Gula Malacca",Condiments,40,496
10411,59,2014-01-10,"Raclette Courdavault","Dairy Products",9,316.8
10412,14,2014-01-13,Tofu,Produce,20,334.8
10413,1,2014-01-14,Chai,Beverages,24,345.6
10413,62,2014-01-14,"Tarte au sucre",Confections,40,1576
10413,76,2014-01-14,Lakkalikori,Beverages,14,201.6
10414,19,2014-01-14,"Teatime Chocolate Biscuits",Confections,18,124.83
10414,33,2014-01-14,Geitost,"Dairy Products",50,100
10415,17,2014-01-15,"Alice Mutton","Meat & Poultry",2,62.4
10415,33,2014-01-15,Geitost,"Dairy Products",20,40
10416,19,2014-01-16,"Teatime Chocolate Biscuits",Confections,20,146
10416,53,2014-01-16,"Perth Pasties","Meat & Poultry",10,262
10416,57,2014-01-16,"Ravioli Angelo","Grains & Cereals",20,312
10417,38,2014-01-16,"Cote de Blaye",Beverages,50,10540
10417,46,2014-01-16,Spegesild,Seafood,2,14.4
10417,68,2014-01-16,"Scottish Longbreads",Confections,36,270
10417,77,2014-01-16,"Original Frankfurter Grune Sose",Condiments,35,364
10418,2,2014-01-17,Chang,Beverages,60,912
10418,47,2014-01-17,"Zaanse koeken",Confections,55,418
10418,61,2014-01-17,"Sirop d'erable",Condiments,16,364.8
10418,74,2014-01-17,"Longlife Tofu",Produce,15,120
10419,60,2014-01-20,"Camembert Pierrot","Dairy Products",60,1550.4
10419,69,2014-01-20,Gudbrandsdalsost,"Dairy Products",20,547.2
10420,9,2014-01-21,"Mishi Kobe Niku","Meat & Poultry",20,1396.8
10420,13,2014-01-21,Konbu,Seafood,2,8.64
10420,70,2014-01-21,"Outback Lager",Beverages,8,86.4
10420,73,2014-01-21,"Rod Kaviar",Seafood,20,216
10421,19,2014-01-21,"Teatime Chocolate Biscuits",Confections,4,24.82
10421,26,2014-01-21,"Gumbar Gummibarchen",Confections,30,747
10421,53,2014-01-21,"Perth Pasties","Meat & Poultry",15,334.05
10421,77,2014-01-21,"Original Frankfurter Grune Sose",Condiments,10,88.4
10422,26,2014-01-22,"Gumbar Gummibarchen",Confections,2,49.8
10423,31,2014-01-23,"Gorgonzola Telino","Dairy Products",14,140
10423,59,2014-01-23,"Raclette Courdavault","Dairy Products",20,880
10424,35,2014-01-23,"Steeleye Stout",Beverages,60,691.2
10424,38,2014-01-23,"Cote de Blaye",Beverages,49,8263.36
10424,68,2014-01-23,"Scottish Longbreads",Confections,30,240
10425,55,2014-01-24,"Pate chinois","Meat & Poultry",10,144
10425,76,2014-01-24,Lakkalikori,Beverages,20,216
10426,56,2014-01-27,"Gnocchi di nonna Alice","Grains & Cereals",5,152
10426,64,2014-01-27,"Wimmers gute Semmelknodel","Grains & Cereals",7,186.2
10427,14,2014-01-27,Tofu,Produce,35,651
10428,46,2014-01-28,Spegesild,Seafood,20,192
10429,50,2014-01-29,"Valkoinen suklaa",Confections,40,520
10429,63,2014-01-29,Vegie-spread,Condiments,35,921.38
10430,17,2014-01-30,"Alice Mutton","Meat & Poultry",45,1123.2
10430,21,2014-01-30,"Sir Rodney's Scones",Confections,50,400
10430,56,2014-01-30,"Gnocchi di nonna Alice","Grains & Cereals",30,912
10430,59,2014-01-30,"Raclette Courdavault","Dairy Products",70,2464
10431,17,2014-01-30,"Alice Mutton","Meat & Poultry",50,1170
10431,40,2014-01-30,"Boston Crab Meat",Seafood,50,551.25
10431,47,2014-01-30,"Zaanse koeken",Confections,30,171
10432,26,2014-01-31,"Gumbar Gummibarchen",Confections,10,249
10432,54,2014-01-31,Tourtiere,"Meat & Poultry",40,236
10433,56,2014-02-03,"Gnocchi di nonna Alice","Grains & Cereals",28,851.2
10434,11,2014-02-03,"Queso Cabrales","Dairy Products",6,100.8
10434,76,2014-02-03,Lakkalikori,Beverages,18,220.32
10435,2,2014-02-04,Chang,Beverages,10,152
10435,22,2014-02-04,"Gustaf's Knackebrod","Grains & Cereals",12,201.6
10435,72,2014-02-04,"Mozzarella di Giovanni","Dairy Products",10,278
10436,46,2014-02-05,Spegesild,Seafood,5,48
10436,56,2014-02-05,"Gnocchi di nonna Alice","Grains & Cereals",40,1094.4
10436,64,2014-02-05,"Wimmers gute Semmelknodel","Grains & Cereals",30,718.2
10436,75,2014-02-05,"Rhonbrau Klosterbier",Beverages,24,133.92
10437,53,2014-02-05,"Perth Pasties","Meat & Poultry",15,393
10438,19,2014-02-06,"Teatime Chocolate Biscuits",Confections,15,87.6
10438,34,2014-02-06,"Sasquatch Ale",Beverages,20,179.2
10438,57,2014-02-06,"Ravioli Angelo","Grains & Cereals",15,187.2
10439,12,2014-02-07,"Queso Manchego La Pastora","Dairy Products",15,456
10439,16,2014-02-07,Pavlova,Confections,16,222.4
10439,64,2014-02-07,"Wimmers gute Semmelknodel","Grains & Cereals",6,159.6
10439,74,2014-02-07,"Longlife Tofu",Produce,30,240
10440,2,2014-02-10,Chang,Beverages,45,581.4
10440,16,2014-02-10,Pavlova,Confections,49,578.94
10440,29,2014-02-10,"Thuringer Rostbratwurst","Meat & Poultry",24,2019.6
10440,61,2014-02-10,"Sirop d'erable",Condiments,90,1744.2
10441,27,2014-02-10,"Schoggi Schokolade",Confections,50,1755
10442,11,2014-02-11,"Queso Cabrales","Dairy Products",30,504
10442,54,2014-02-11,Tourtiere,"Meat & Poultry",80,472
10442,66,2014-02-11,"Louisiana Hot Spiced Okra",Condiments,60,816
10443,11,2014-02-12,"Queso Cabrales","Dairy Products",6,80.64
10443,28,2014-02-12,"Rossle Sauerkraut",Produce,12,436.8
10444,17,2014-02-12,"Alice Mutton","Meat & Poultry",10,312
10444,26,2014-02-12,"Gumbar Gummibarchen",Confections,15,373.5
10444,35,2014-02-12,"Steeleye Stout",Beverages,8,115.2
10444,41,2014-02-12,"Jack's New England Clam Chowder",Seafood,30,231
10445,39,2014-02-13,"Chartreuse verte",Beverages,6,86.4
10445,54,2014-02-13,Tourtiere,"Meat & Poultry",15,88.5
10446,19,2014-02-14,"Teatime Chocolate Biscuits",Confections,12,78.84
10446,24,2014-02-14,"Guarana Fantastica",Beverages,20,64.8
10446,31,2014-02-14,"Gorgonzola Telino","Dairy Products",3,27
10446,52,2014-02-14,"Filo Mix","Grains & Cereals",15,75.6
10447,19,2014-02-14,"Teatime Chocolate Biscuits",Confections,40,292
10447,65,2014-02-14,"Louisiana Fiery Hot Pepper Sauce",Condiments,35,588
10447,71,2014-02-14,Flotemysost,"Dairy Products",2,34.4
10448,26,2014-02-17,"Gumbar Gummibarchen",Confections,6,149.4
10448,40,2014-02-17,"Boston Crab Meat",Seafood,20,294
10449,10,2014-02-18,Ikura,Seafood,14,347.2
10449,52,2014-02-18,"Filo Mix","Grains & Cereals",20,112
10449,62,2014-02-18,"Tarte au sucre",Confections,35,1379
10450,10,2014-02-19,Ikura,Seafood,20,396.8
10450,54,2014-02-19,Tourtiere,"Meat & Poultry",6,28.32
10451,55,2014-02-19,"Pate chinois","Meat & Poultry",120,2073.6
10451,64,2014-02-19,"Wimmers gute Semmelknodel","Grains & Cereals",35,837.9
10451,65,2014-02-19,"Louisiana Fiery Hot Pepper Sauce",Condiments,28,423.36
10451,77,2014-02-19,"Original Frankfurter Grune Sose",Condiments,55,514.8
10452,28,2014-02-20,"Rossle Sauerkraut",Produce,15,546
10452,44,2014-02-20,"Gula Malacca",Condiments,100,1472.5
10453,48,2014-02-21,Chocolade,Confections,15,137.7
10453,70,2014-02-21,"Outback Lager",Beverages,25,270
10454,16,2014-02-21,Pavlova,Confections,20,222.4
10454,33,2014-02-21,Geitost,"Dairy Products",20,32
10454,46,2014-02-21,Spegesild,Seafood,10,76.8
10455,39,2014-02-24,"Chartreuse verte",Beverages,20,288
10455,53,2014-02-24,"Perth Pasties","Meat & Poultry",50,1310
10455,61,2014-02-24,"Sirop d'erable",Condiments,25,570
10455,71,2014-02-24,Flotemysost,"Dairy Products",30,516
10456,21,2014-02-25,"Sir Rodney's Scones",Confections,40,272
10456,49,2014-02-25,Maxilaku,Confections,21,285.6
10457,59,2014-02-25,"Raclette Courdavault","Dairy Products",36,1584
10458,26,2014-02-26,"Gumbar Gummibarchen",Confections,30,747
10458,28,2014-02-26,"Rossle Sauerkraut",Produce,30,1092
10458,43,2014-02-26,"Ipoh Coffee",Beverages,20,736
10458,56,2014-02-26,"Gnocchi di nonna Alice","Grains & Cereals",15,456
10458,71,2014-02-26,Flotemysost,"Dairy Products",50,860
10459,7,2014-02-27,"Uncle Bob's Organic Dried Pears",Produce,16,364.8
10459,46,2014-02-27,Spegesild,Seafood,20,182.4
10459,72,2014-02-27,"Mozzarella di Giovanni","Dairy Products",40,1112
10460,68,2014-02-28,"Scottish Longbreads",Confections,21,157.5
10460,75,2014-02-28,"Rhonbrau Klosterbier",Beverages,4,18.6
10461,21,2014-02-28,"Sir Rodney's Scones",Confections,40,240
10461,30,2014-02-28,"Nord-Ost Matjeshering",Seafood,28,434.7
10461,55,2014-02-28,"Pate chinois","Meat & Poultry",60,864
10462,13,2014-03-03,Konbu,Seafood,1,4.8
10462,23,2014-03-03,Tunnbrod,"Grains & Cereals",21,151.2
10463,19,2014-03-04,"Teatime Chocolate Biscuits",Confections,21,153.3
10463,42,2014-03-04,"Singaporean Hokkien Fried Mee","Grains & Cereals",50,560
10464,4,2014-03-04,"Chef Anton's Cajun Seasoning",Condiments,16,225.28
10464,43,2014-03-04,"Ipoh Coffee",Beverages,3,110.4
10464,56,2014-03-04,"Gnocchi di nonna Alice","Grains & Cereals",30,729.6
10464,60,2014-03-04,"Camembert Pierrot","Dairy Products",20,544
10465,24,2014-03-05,"Guarana Fantastica",Beverages,25,90
10465,29,2014-03-05,"Thuringer Rostbratwurst","Meat & Poultry",18,1603.8
10465,40,2014-03-05,"Boston Crab Meat",Seafood,20,294
10465,45,2014-03-05,"Rogede sild",Seafood,30,205.2
10465,50,2014-03-05,"Valkoinen suklaa",Confections,25,325
10466,11,2014-03-06,"Queso Cabrales","Dairy Products",10,168
10466,46,2014-03-06,Spegesild,Seafood,5,48
10467,24,2014-03-06,"Guarana Fantastica",Beverages,28,100.8
10467,25,2014-03-06,"NuNuCa Nus-Nougat-Creme",Confections,12,134.4
10468,30,2014-03-07,"Nord-Ost Matjeshering",Seafood,8,165.6
10468,43,2014-03-07,"Ipoh Coffee",Beverages,15,552
10469,2,2014-03-10,Chang,Beverages,40,516.8
10469,16,2014-03-10,Pavlova,Confections,35,413.52
10469,44,2014-03-10,"Gula Malacca",Condiments,2,26.35
10470,18,2014-03-11,"Carnarvon Tigers",Seafood,30,1500
10470,23,2014-03-11,Tunnbrod,"Grains & Cereals",15,108
10470,64,2014-03-11,"Wimmers gute Semmelknodel","Grains & Cereals",8,212.8
10471,7,2014-03-11,"Uncle Bob's Organic Dried Pears",Produce,30,720
10471,56,2014-03-11,"Gnocchi di nonna Alice","Grains & Cereals",20,608
10472,24,2014-03-12,"Guarana Fantastica",Beverages,80,273.6
10472,51,2014-03-12,"Manjimup Dried Apples",Produce,18,763.2
10473,33,2014-03-13,Geitost,"Dairy Products",12,24
10473,71,2014-03-13,Flotemysost,"Dairy Products",12,206.4
10474,14,2014-03-13,Tofu,Produce,12,223.2
10474,28,2014-03-13,"Rossle Sauerkraut",Produce,18,655.2
10474,40,2014-03-13,"Boston Crab Meat",Seafood,21,308.7
10474,75,2014-03-13,"Rhonbrau Klosterbier",Beverages,10,62
10475,31,2014-03-14,"Gorgonzola Telino","Dairy Products",35,297.5
10475,66,2014-03-14,"Louisiana Hot Spiced Okra",Condiments,60,693.6
10475,76,2014-03-14,Lakkalikori,Beverages,42,514.08
10476,55,2014-03-17,"Pate chinois","Meat & Poultry",2,36.48
10476,70,2014-03-17,"Outback Lager",Beverages,12,144
10477,1,2014-03-17,Chai,Beverages,15,216
10477,21,2014-03-17,"Sir Rodney's Scones",Confections,21,126
10477,39,2014-03-17,"Chartreuse verte",Beverages,20,216
10478,10,2014-03-18,Ikura,Seafood,20,471.2
10479,38,2014-03-19,"Cote de Blaye",Beverages,30,6324
10479,53,2014-03-19,"Perth Pasties","Meat & Poultry",28,733.6
10479,59,2014-03-19,"Raclette Courdavault","Dairy Products",60,2640
10479,64,2014-03-19,"Wimmers gute Semmelknodel","Grains & Cereals",30,798
10480,47,2014-03-20,"Zaanse koeken",Confections,30,228
10480,59,2014-03-20,"Raclette Courdavault","Dairy Products",12,528
10481,49,2014-03-20,Maxilaku,Confections,24,384
10481,60,2014-03-20,"Camembert Pierrot","Dairy Products",40,1088
10482,40,2014-03-21,"Boston Crab Meat",Seafood,10,147
10483,34,2014-03-24,"Sasquatch Ale",Beverages,35,372.4
10483,77,2014-03-24,"Original Frankfurter Grune Sose",Condiments,30,296.4
10484,21,2014-03-24,"Sir Rodney's Scones",Confections,14,112
10484,40,2014-03-24,"Boston Crab Meat",Seafood,10,147
10484,51,2014-03-24,"Manjimup Dried Apples",Produce,3,127.2
10485,2,2014-03-25,Chang,Beverages,20,273.6
10485,3,2014-03-25,"Aniseed Syrup",Condiments,20,144
10485,55,2014-03-25,"Pate chinois","Meat & Poultry",30,518.4
10485,70,2014-03-25,"Outback Lager",Beverages,60,648
10486,11,2014-03-26,"Queso Cabrales","Dairy Products",5,84
10486,51,2014-03-26,"Manjimup Dried Apples",Produce,25,1060
10486,74,2014-03-26,"Longlife Tofu",Produce,16,128
10487,19,2014-03-26,"Teatime Chocolate Biscuits",Confections,5,36.5
10487,26,2014-03-26,"Gumbar Gummibarchen",Confections,30,747
10487,54,2014-03-26,Tourtiere,"Meat & Poultry",24,106.2
10488,59,2014-03-27,"Raclette Courdavault","Dairy Products",30,1320
10488,73,2014-03-27,"Rod Kaviar",Seafood,20,192
10489,11,2014-03-28,"Queso Cabrales","Dairy Products",15,189
10489,16,2014-03-28,Pavlova,Confections,18,250.2
10490,59,2014-03-31,"Raclette Courdavault","Dairy Products",60,2640
10490,68,2014-03-31,"Scottish Longbreads",Confections,30,300
10490,75,2014-03-31,"Rhonbrau Klosterbier",Beverages,36,223.2
10491,44,2014-03-31,"Gula Malacca",Condiments,15,197.62
10491,77,2014-03-31,"Original Frankfurter Grune Sose",Condiments,7,61.88
10492,25,2014-04-01,"NuNuCa Nus-Nougat-Creme",Confections,60,638.4
10492,42,2014-04-01,"Singaporean Hokkien Fried Mee","Grains & Cereals",20,212.8
10493,65,2014-04-02,"Louisiana Fiery Hot Pepper Sauce",Condiments,15,226.8
10493,66,2014-04-02,"Louisiana Hot Spiced Okra",Condiments,10,122.4
10493,69,2014-04-02,Gudbrandsdalsost,"Dairy Products",10,259.2
10494,56,2014-04-02,"Gnocchi di nonna Alice","Grains & Cereals",30,912
10495,23,2014-04-03,Tunnbrod,"Grains & Cereals",10,72
10495,41,2014-04-03,"Jack's New England Clam Chowder",Seafood,20,154
10495,77,2014-04-03,"Original Frankfurter Grune Sose",Condiments,5,52
10496,31,2014-04-04,"Gorgonzola Telino","Dairy Products",20,190
10497,56,2014-04-04,"Gnocchi di nonna Alice","Grains & Cereals",14,425.6
10497,72,2014-04-04,"Mozzarella di Giovanni","Dairy Products",25,695
10497,77,2014-04-04,"Original Frankfurter Grune Sose",Condiments,25,260
10498,24,2014-04-07,"Guarana Fantastica",Beverages,14,63
10498,40,2014-04-07,"Boston Crab Meat",Seafood,5,92
10498,42,2014-04-07,"Singaporean Hokkien Fried Mee","Grains & Cereals",30,420
10499,28,2014-04-08,"Rossle Sauerkraut",Produce,20,912
10499,49,2014-04-08,Maxilaku,Confections,25,500
10500,15,2014-04-09,"Genen Shouyu",Condiments,12,176.7
10500,28,2014-04-09,"Rossle Sauerkraut",Produce,8,346.56
10501,54,2014-04-09,Tourtiere,"Meat & Poultry",20,149
10502,45,2014-04-10,"Rogede sild",Seafood,21,199.5
10502,53,2014-04-10,"Perth Pasties","Meat & Poultry",6,196.8
10502,67,2014-04-10,"Laughing Lumberjack Lager",Beverages,30,420
10503,14,2014-04-11,Tofu,Produce,70,1627.5
10503,65,2014-04-11,"Louisiana Fiery Hot Pepper Sauce",Condiments,20,421
10504,2,2014-04-11,Chang,Beverages,12,228
10504,21,2014-04-11,"Sir Rodney's Scones",Confections,12,120
10504,53,2014-04-11,"Perth Pasties","Meat & Poultry",10,328
10504,61,2014-04-11,"Sirop d'erable",Condiments,25,712.5
10505,62,2014-04-14,"Tarte au sucre",Confections,3,147.9
10506,25,2014-04-15,"NuNuCa Nus-Nougat-Creme",Confections,18,226.8
10506,70,2014-04-15,"Outback Lager",Beverages,14,189
10507,43,2014-04-15,"Ipoh Coffee",Beverages,15,586.5
10507,48,2014-04-15,Chocolade,Confections,15,162.56
10508,13,2014-04-16,Konbu,Seafood,10,60
10508,39,2014-04-16,"Chartreuse verte",Beverages,10,180
10509,28,2014-04-17,"Rossle Sauerkraut",Produce,3,136.8
10510,29,2014-04-18,"Thuringer Rostbratwurst","Meat & Poultry",36,4456.44
10510,75,2014-04-18,"Rhonbrau Klosterbier",Beverages,36,251.1
10511,4,2014-04-18,"Chef Anton's Cajun Seasoning",Condiments,50,935
10511,7,2014-04-18,"Uncle Bob's Organic Dried Pears",Produce,50,1275
10511,8,2014-04-18,"Northwoods Cranberry Sauce",Condiments,10,340
10512,24,2014-04-21,"Guarana Fantastica",Beverages,10,38.25
10512,46,2014-04-21,Spegesild,Seafood,9,91.8
10512,47,2014-04-21,"Zaanse koeken",Confections,6,48.45
10512,60,2014-04-21,"Camembert Pierrot","Dairy Products",12,346.8
10513,21,2014-04-22,"Sir Rodney's Scones",Confections,40,320
10513,32,2014-04-22,"Mascarpone Fabioli","Dairy Products",50,1280
10513,61,2014-04-22,"Sirop d'erable",Condiments,15,342
10514,20,2014-04-22,"Sir Rodney's Marmalade",Confections,39,3159
10514,28,2014-04-22,"Rossle Sauerkraut",Produce,35,1596
10514,56,2014-04-22,"Gnocchi di nonna Alice","Grains & Cereals",70,2660
10514,65,2014-04-22,"Louisiana Fiery Hot Pepper Sauce",Condiments,39,820.95
10514,75,2014-04-22,"Rhonbrau Klosterbier",Beverages,50,387.5
10515,9,2014-04-23,"Mishi Kobe Niku","Meat & Poultry",16,1319.2
10515,16,2014-04-23,Pavlova,Confections,50,872.5
10515,27,2014-04-23,"Schoggi Schokolade",Confections,120,5268
10515,33,2014-04-23,Geitost,"Dairy Products",16,34
10515,60,2014-04-23,"Camembert Pierrot","Dairy Products",84,2427.6
10516,18,2014-04-24,"Carnarvon Tigers",Seafood,25,1406.25
10516,41,2014-04-24,"Jack's New England Clam Chowder",Seafood,80,694.8
10516,42,2014-04-24,"Singaporean Hokkien Fried Mee","Grains & Cereals",20,280
10517,52,2014-04-24,"Filo Mix","Grains & Cereals",6,42
10517,59,2014-04-24,"Raclette Courdavault","Dairy Products",4,220
10517,70,2014-04-24,"Outback Lager",Beverages,6,90
10518,24,2014-04-25,"Guarana Fantastica",Beverages,5,22.5
10518,38,2014-04-25,"Cote de Blaye",Beverages,15,3952.5
10518,44,2014-04-25,"Gula Malacca",Condiments,9,175.05
10519,10,2014-04-28,Ikura,Seafood,16,471.2
10519,56,2014-04-28,"Gnocchi di nonna Alice","Grains & Cereals",40,1520
10519,60,2014-04-28,"Camembert Pierrot","Dairy Products",10,323
10520,24,2014-04-29,"Guarana Fantastica",Beverages,8,36
10520,53,2014-04-29,"Perth Pasties","Meat & Poultry",5,164
10521,35,2014-04-29,"Steeleye Stout",Beverages,3,54
10521,41,2014-04-29,"Jack's New England Clam Chowder",Seafood,10,96.5
10521,68,2014-04-29,"Scottish Longbreads",Confections,6,75
10522,1,2014-04-30,Chai,Beverages,40,576
10522,8,2014-04-30,"Northwoods Cranberry Sauce",Condiments,24,960
10522,30,2014-04-30,"Nord-Ost Matjeshering",Seafood,20,414.24
10522,40,2014-04-30,"Boston Crab Meat",Seafood,25,368
10523,17,2014-05-01,"Alice Mutton","Meat & Poultry",25,877.5
10523,20,2014-05-01,"Sir Rodney's Marmalade",Confections,15,1093.5
10523,37,2014-05-01,"Gravad lax",Seafood,18,421.2
10523,41,2014-05-01,"Jack's New England Clam Chowder",Seafood,6,52.11
10524,10,2014-05-01,Ikura,Seafood,2,62
10524,30,2014-05-01,"Nord-Ost Matjeshering",Seafood,10,258.9
10524,43,2014-05-01,"Ipoh Coffee",Beverages,60,2760
10524,54,2014-05-01,Tourtiere,"Meat & Poultry",15,111.75
10525,36,2014-05-02,"Inlagd Sill",Seafood,30,570
10525,40,2014-05-02,"Boston Crab Meat",Seafood,15,248.4
10526,1,2014-05-05,Chai,Beverages,8,122.4
10526,13,2014-05-05,Konbu,Seafood,10,60
10526,56,2014-05-05,"Gnocchi di nonna Alice","Grains & Cereals",30,969
10527,4,2014-05-05,"Chef Anton's Cajun Seasoning",Condiments,50,990
10527,36,2014-05-05,"Inlagd Sill",Seafood,30,513
10528,11,2014-05-06,"Queso Cabrales","Dairy Products",3,63
10528,33,2014-05-06,Geitost,"Dairy Products",8,16
10528,72,2014-05-06,"Mozzarella di Giovanni","Dairy Products",9,313.2
10529,55,2014-05-07,"Pate chinois","Meat & Poultry",14,336
10529,68,2014-05-07,"Scottish Longbreads",Confections,20,250
10529,69,2014-05-07,Gudbrandsdalsost,"Dairy Products",10,360
10530,17,2014-05-08,"Alice Mutton","Meat & Poultry",40,1560
10530,43,2014-05-08,"Ipoh Coffee",Beverages,25,1150
10530,61,2014-05-08,"Sirop d'erable",Condiments,20,570
10530,76,2014-05-08,Lakkalikori,Beverages,50,900
10531,59,2014-05-08,"Raclette Courdavault","Dairy Products",2,110
10532,30,2014-05-09,"Nord-Ost Matjeshering",Seafood,15,388.35
10532,66,2014-05-09,"Louisiana Hot Spiced Okra",Condiments,24,408
10533,4,2014-05-12,"Chef Anton's Cajun Seasoning",Condiments,50,1045
10533,72,2014-05-12,"Mozzarella di Giovanni","Dairy Products",24,835.2
10533,73,2014-05-12,"Rod Kaviar",Seafood,24,342
10534,30,2014-05-12,"Nord-Ost Matjeshering",Seafood,10,258.9
10534,40,2014-05-12,"Boston Crab Meat",Seafood,10,147.2
10534,54,2014-05-12,Tourtiere,"Meat & Poultry",10,59.6
10535,11,2014-05-13,"Queso Cabrales","Dairy Products",50,945
10535,40,2014-05-13,"Boston Crab Meat",Seafood,10,165.6
10535,57,2014-05-13,"Ravioli Angelo","Grains & Cereals",5,87.75
10535,59,2014-05-13,"Raclette Courdavault","Dairy Products",15,742.5
10536,12,2014-05-14,"Queso Manchego La Pastora","Dairy Products",15,427.5
10536,31,2014-05-14,"Gorgonzola Telino","Dairy Products",20,250
10536,33,2014-05-14,Geitost,"Dairy Products",30,75
10536,60,2014-05-14,"Camembert Pierrot","Dairy Products",35,892.5
10537,31,2014-05-14,"Gorgonzola Telino","Dairy Products",30,375
10537,51,2014-05-14,"Manjimup Dried Apples",Produce,6,318
10537,58,2014-05-14,"Escargots de Bourgogne",Seafood,20,265
10537,72,2014-05-14,"Mozzarella di Giovanni","Dairy Products",21,730.8
10537,73,2014-05-14,"Rod Kaviar",Seafood,9,135
10538,70,2014-05-15,"Outback Lager",Beverages,7,105
10538,72,2014-05-15,"Mozzarella di Giovanni","Dairy Products",1,34.8
10539,13,2014-05-16,Konbu,Seafood,8,48
10539,21,2014-05-16,"Sir Rodney's Scones",Confections,15,150
10539,33,2014-05-16,Geitost,"Dairy Products",15,37.5
10539,49,2014-05-16,Maxilaku,Confections,6,120
10540,3,2014-05-19,"Aniseed Syrup",Condiments,60,600
10540,26,2014-05-19,"Gumbar Gummibarchen",Confections,40,1249.2
10540,38,2014-05-19,"Cote de Blaye",Beverages,30,7905
10540,68,2014-05-19,"Scottish Longbreads",Confections,35,437.5
10541,24,2014-05-19,"Guarana Fantastica",Beverages,35,141.75
10541,38,2014-05-19,"Cote de Blaye",Beverages,4,948.6
10541,65,2014-05-19,"Louisiana Fiery Hot Pepper Sauce",Condiments,36,682.02
10541,71,2014-05-19,Flotemysost,"Dairy Products",9,174.15
10542,11,2014-05-20,"Queso Cabrales","Dairy Products",15,299.25
10542,54,2014-05-20,Tourtiere,"Meat & Poultry",24,169.86
10543,12,2014-05-21,"Queso Manchego La Pastora","Dairy Products",30,969
10543,23,2014-05-21,Tunnbrod,"Grains & Cereals",70,535.5
10544,28,2014-05-21,"Rossle Sauerkraut",Produce,7,319.2
10544,67,2014-05-21,"Laughing Lumberjack Lager",Beverages,7,98
10545,11,2014-05-22,"Queso Cabrales","Dairy Products",10,210
10546,7,2014-05-23,"Uncle Bob's Organic Dried Pears",Produce,10,300
10546,35,2014-05-23,"Steeleye Stout",Beverages,30,540
10546,62,2014-05-23,"Tarte au sucre",Confections,40,1972
10547,32,2014-05-23,"Mascarpone Fabioli","Dairy Products",24,652.8
10547,36,2014-05-23,"Inlagd Sill",Seafood,60,1140
10548,34,2014-05-26,"Sasquatch Ale",Beverages,10,105
10548,41,2014-05-26,"Jack's New England Clam Chowder",Seafood,14,135.1
10549,31,2014-05-27,"Gorgonzola Telino","Dairy Products",55,584.38
10549,45,2014-05-27,"Rogede sild",Seafood,100,807.5
10549,51,2014-05-27,"Manjimup Dried Apples",Produce,48,2162.4
10550,17,2014-05-28,"Alice Mutton","Meat & Poultry",8,280.8
10550,19,2014-05-28,"Teatime Chocolate Biscuits",Confections,10,92
10550,21,2014-05-28,"Sir Rodney's Scones",Confections,6,54
10550,61,2014-05-28,"Sirop d'erable",Condiments,10,256.5
10551,16,2014-05-28,Pavlova,Confections,40,593.3
10551,35,2014-05-28,"Steeleye Stout",Beverages,20,306
10551,44,2014-05-28,"Gula Malacca",Condiments,40,778
10552,69,2014-05-29,Gudbrandsdalsost,"Dairy Products",18,648
10552,75,2014-05-29,"Rhonbrau Klosterbier",Beverages,30,232.5
10553,11,2014-05-30,"Queso Cabrales","Dairy Products",15,315
10553,16,2014-05-30,Pavlova,Confections,14,244.3
